wavenumbercm-1	lambda_air	lambda_vac	intens	element	ionization_state	source
14214.903	7032.930972	7034.870375126724	2.663	Th	I	P
14214.0384	7033.358768	7035.298286516519	2.418	Th	I	P
14208.1311	7036.283039	7038.22334522237	3.255	Th	I	P
14203.2115	7038.720228	7040.661191308741	1.984	Th	I	P
14188.9459	7045.79702	7047.739888838395	2.846	Th	II	P
14173.2103	7053.619563	7055.564539249092	2.654	Th	II	P
14161.3537	7059.525247	7061.471813955187	2.531	Th	I	P
14159.0902	7060.653804	7062.600674724143	3.481	Th	I	P
14157.6057	7061.394155	7063.341225840186	2.751	Th	I	P
14151.4786	7064.451514	7066.3994079035665	3.346	Th	I	P
14142.9024	7068.735373	7070.684444516848	5.022	Ar	I	N
14138.1847	7071.094142	7073.043825774889	2.597	Th	I	P
14137.4133	7071.479975	7073.429762430444	2.444	Th	I	P
14135.5864	7072.393907	7074.343940906477	3.22	Th	I	P
14131.865	7074.256321	7076.206855924536	2.09	Th	I	P
14129.7134	7075.333559	7077.284384267837	2.883	Th	II	P
14112.0908	7084.169001	7086.122206639997	4.158	Th	I	P
14107.0428	7086.703961	7088.657872364292	3.512	Ar	I	N
14101.7985	7089.339466	7091.294064370583	2.664	Th	II	P
14079.6049	7100.514421	7102.472030305339	2.332	Th	II	P
14075.4886	7102.590941	7104.549109577624	2.245	Th	I	P
14065.8118	7107.477291	7109.436797668514	4.422	Ar	I	N
14061.0977	7109.860168	7111.820295509361	2.574	Th	I	P
14055.0511	7112.918909	7114.879859810684	2.395	Th	I	P
14052.9392	7113.987857	7115.949096257386	1.932	Th	II	P
14052.1283	7114.398383	7116.359733208527	2.719	Th	I	P
14032.0848	7124.560689	7126.524776988234	3.78	Th	I	P
14029.606	7125.819469	7127.783916383682	4.422	Ar	I	N
14019.9574	7130.723542	7132.689290482438	2.853	Th	I	P
14016.2494	7132.609987	7134.576244055703	2.83	Th	I	P
14000.8372	7140.461653	7142.430025541616	2.101	Th	II	P
13997.1728	7142.331007	7144.299883187839	3.025	Th	I	P
13981.6036	7150.284392	7152.255410817111	3.541	Th	I	P
13975.1475	7153.58763	7155.559538817032	3.014	Th	I	P
13964.8977	7158.838154	7160.811496671401	4.112	Ar	I	N
13957.6482	7162.556425	7164.530769589106	3.212	Ar	I	N
13949.348	7166.818364	7168.793838966524	1.989	Th	I	P
13948.5999	7167.202742	7169.17832018395	2.751	Th	I	P
13945.307	7168.895141	7170.871175514458	4.381	Th	I	P
13942.4567	7170.36071	7172.337139121257	2.465	Th	I	P
13936.603	7173.372448	7175.349688873251	3.424	Th	I	P
13931.139	7176.185969	7178.163967784688	1.838	Th	II	P
13930.0999	7176.721272	7178.699414783092	2.276	Th	II	P
13924.2922	7179.714637	7181.693587269017	2.263	Th	I	P
13907.2129	7188.532023	7190.513348652338	2.571	Th	I	P
13902.1832	7191.132793	7193.11481954863	3.034	Th	II	P
13884.9744	7200.045414	7202.029843137486	3.397	Th	I	P
13881.5742	7201.809029	7203.793932823556	2.597	Th	I	P
13880.2114	7202.516112	7204.501222510199	2.762	Ar	I	N
13872.5711	7206.482928	7208.469091933506	3.259	Th	I	P
13871.6145	7206.979882	7208.966194958777	4.872	Ar	I	N
13869.6392	7208.006314	7209.992888639814	4.202	Th	I	P
13860.6336	7212.689565	7214.677401183161	3.64	Th	I	P
13848.227	7219.151439	7221.141016824753	3.319	Th	I	P
13844.7186	7220.98086	7222.970931312392	2.402	Th	I	P
13827.5663	7229.938112	7231.930610956463	3.362	Ar	I	N
13825.7991	7230.862255	7232.854989191908	3.053	Th	I	P
13809.7523	7239.264498	7241.259497463977	1.602	Th	II	P
13807.997	7240.184773	7242.180020751743	2.491	Th	I	P
13804.3608	7242.091918	7244.087679887359	3.26	Th	I	P
13799.3979	7244.696524	7246.692987960004	3.348	Th	I	P
13789.6009	7249.843644	7251.84149455696	1.915	Th	I	P
13788.1825	7250.589445	7252.587496575418	1.823	Th	II	P
13782.3155	7253.67597	7255.6748537645935	2.34	Th	I	P
13779.1278	7255.354065	7257.353400844428	2.911	Th	I	P
13773.7688	7258.176943	7260.1770402883485	3.03	Th	I	P
13760.5074	7265.171889	7267.173883428165	4.112	Ar	I	N
13723.2369	7284.903267	7286.910568453423	3.591	Th	I	P
13722.2199	7285.443168	7287.450625973425	3.512	Ar	I	N
13701.8655	7296.265917	7298.276282160265	2.696	Th	I	P
13698.3407	7298.143373	7300.15424422901	2.666	Th	I	P
13672.9139	7311.715419	7313.729957737831	4.572	Ar	I	N
13666.6511	7315.066071	7317.081505066008	2.655	Th	I	P
13664.8981	7316.004481	7318.020176088982	4.422	Ar	I	N
13651.4519	7323.210539	7325.228168587694	2.382	Th	I	P
13648.476	7324.807294	7326.825353980913	3.198	Th	I	P
13641.999	7328.285014	7330.304011897377	3.579	Th	I	P
13639.7533	7329.491578	7331.510900567388	2.733	Th	I	P
13628.4379	7335.577133	7337.598096990998	1.995	Th	II	P
13624.3443	7337.78121	7339.802767609153	1.816	Th	II	P
13618.0895	7341.151478	7343.173945214562	3.559	Th	I	P
13610.2146	7345.399103	7347.42272175488	2.762	Ar	I	N
13608.4664	7346.342736	7348.3666021323315	1.839	Th	II	P
13607.1694	7347.042974	7349.067029326467	1.782	Th	II	P
13605.2975	7348.053831	7350.078158893622	2.263	Ar	II	W
13600.1897	7350.813537	7352.838615184904	3.662	Ar	I	N
13595.6047	7353.29255	7355.318296360882	4.872	Ar	I	N
13586.2699	7358.344856	7360.371959046684	1.862	Th	II	P
13580.7288	7361.347167	7363.375078957471	2.547	Th	I	P
13573.208	7365.426051	7367.4550629445885	2.169	Th	I	P
13563.2651	7370.825497	7372.855965190859	2.369	Th	I	P
13560.8874	7372.117865	7374.148685874348	5.322	Ar	I	N
13552.1384	7376.877194	7378.909294491857	3.372	Th	I	P
13550.283	7377.887294	7379.919666622462	2.11	Th	I	P
13545.6277	7380.422908	7382.455964000842	2.703	Ar	II	W
13522.6211	7392.979599	7395.016044633536	4.262	Ar	I	N
13521.7833	7393.437669	7395.474234526448	3.005	Th	II	P
13488.4	7411.736264	7413.7777645977285	2.714	Th	I	P
13487.308	7412.336357	7414.378021173684	4.112	Ar	I	N
13477.3906	7417.790792	7419.833925418768	2.54	Th	I	P
13476.0116	7418.549859	7420.593196877331	3.145	Th	I	P
13469.1823	7422.311318	7424.35567153917	3.212	Ar	I	N
13463.7725	7425.29365	7427.338808643714	3.962	Ar	I	N
13457.1632	7428.940503	7430.986643604054	3.953	Th	I	P
13454.7857	7430.253226	7432.299720686001	3.613	Th	I	P
13445.5306	7435.367797	7437.415671792082	4.422	Ar	I	N
13443.8515	7436.29646	7438.344584511366	3.962	Ar	I	N
13436.2693	7440.492849	7442.542105046971	2.143	Ar	II	N
13430.1641	7443.875232	7445.925400122252	2.027	Th	I	P
13428.5881	7444.748861	7446.799265516231	3.156	Th	I	P
13422.9989	7447.848797	7449.90003686881	3.195	Th	I	P
13409.7488	7455.208017	7457.2612426565365	2.844	Th	I	P
13403.3736	7458.754043	7460.80822517698	2.266	Th	I	P
13397.7684	7461.874566	7463.92958994574	2.461	Th	III	P
13395.7642	7462.990977	7465.046301725735	2.011	Th	I	P
13384.8857	7469.056521	7471.113481379972	2.009	Th	I	P
13381.1108	7471.163605	7473.221131985545	3.512	Ar	I	N
13362.8836	7481.354454	7483.414732430956	3.714	Th	I	P
13358.8283	7483.62556	7485.686450510035	3.278	Th	I	P
13357.5778	7484.326163	7486.38724005785	3.362	Ar	I	N
13351.0709	7487.973811	7490.035874200922	2.925	Th	I	P
13337.5512	7495.564089	7497.628200295118	2.286	Th	I	P
13331.4359	7499.00242	7501.067458157301	2.524	Th	I	P
13328.4985	7500.6551	7502.720580266412	2.912	Ar	I	N
13314.6107	7508.478695	7510.546290324508	2.851	Th	I	P
13311.1909	7510.407726	7512.475837154436	3.062	Ar	I	N
13309.5214	7511.349807	7513.418175953344	2.294	Th	II	P
13288.6723	7523.134713	7525.206261576636	2.968	Th	I	P
13284.4818	7525.507848	7527.580037032382	3.191	Th	II	P
13281.2337	7527.34832	7529.421005519991	2.032	Th	I	P
13279.2211	7528.489172	7530.562165276395	2.002	Th	II	P
13274.5406	7531.143674	7533.217383055802	2.689	Th	I	P
13273.3579	7531.814727	7533.888617589374	2.334	Th	I	P
13263.4719	7537.428637	7539.504041924347	2.657	Th	I	P
13242.5909	7549.313767	7551.39237896415	3.534	Th	I	P
13232.0541	7555.325385	7557.405618527512	2.294	Th	I	P
13227.8101	7557.749443	7559.830330494387	2.273	Th	I	P
13213.6449	7565.851494	7567.934567395557	2.682	Th	I	P
13212.4607	7566.529606	7568.612862553302	2.382	Th	II	P
13204.6025	7571.032553	7573.117024916122	1.953	Th	I	P
13200.5729	7573.343696	7575.428790670138	2.514	Th	I	P
13188.3791	7580.345947	7582.432931428245	2.181	Th	I	P
13187.7798	7580.690427	7582.777504368097	2.256	Th	I	P
13183.0223	7583.426168	7585.513983390591	1.847	Th	I	P
13172.7931	7589.315033	7591.4044379851375	2.923	Ar	II	W
13157.3802	7598.205405	7600.2972081022635	3.149	Th	I	P
13148.0034	7603.624269	7605.7175342683595	2.284	Th	I	P
13140.7471	7607.823001	7609.91739959747	3.157	Th	I	P
13125.4619	7616.682707	7618.779496057202	2.157	Th	I	P
13122.6001	7618.343787	7620.441013058075	2.762	Ar	I	N
13119.6149	7620.077241	7622.174946613714	2.852	Th	I	P
13113.6072	7623.568225	7625.66687219364	1.58	Th	II	P
13109.9323	7625.705231	7627.804454794934	3.378	Th	I	P
13107.4063	7627.17483	7629.2744507355355	3.437	Th	I	P
13104.4744	7628.881301	7630.981369233703	2.912	Ar	I	N
13080.4652	7642.884179	7644.988039110413	2.092	Th	I	P
13072.7764	7647.379393	7649.484466054204	4.25	Th	I	P
13066.5892	7651.000546	7653.106596478903	2.382	Th	I	P
13065.3178	7651.745077	7653.851328438409	2.638	Th	I	P
13064.336	7652.320117	7654.426524241263	2.942	Th	I	P
13061.7616	7653.828355	7655.935168806021	3.455	Th	I	P
13060.2747	7654.699741	7656.806789829619	2.906	Th	I	P
13051.198	7660.023374	7662.131859466081	2.303	Th	I	P
13049.7211	7660.8903	7662.999019956066	2.899	Th	I	P
13040.057	7666.567883	7668.678135379316	2.752	Th	I	P
13035.9883	7668.960731	7671.07162868503	2.069	Th	I	P
13034.1252	7670.056955	7672.168132925407	3.062	Ar	I	N
13030.3908	7672.255125	7674.366911543436	2.253	Th	I	P
13023.6613	7676.219503	7678.332359580021	2.269	Th	II	P
13012.1356	7683.018869	7685.133561012076	2.388	Th	I	P
13008.2607	7685.307498	7687.4228081852625	2.8	Th	II	P
13006.8285	7686.153743	7688.269281016506	2.313	Th	I	P
12981.5715	7701.108035	7703.2276100008385	2.047	Th	II	P
12977.2291	7703.68497	7705.805240041574	2.736	Th	I	P
12975.3235	7704.816383	7706.936940724445	2.612	Ar	I	N
12966.1472	7710.269186	7712.39123368891	3.219	Th	I	P
12964.7085	7711.124803	7713.247081490494	2.33	Th	I	P
12962.5566	7712.404926	7714.52754929533	2.365	Th	I	P
12959.9809	7713.937717	7716.0607543796605	2.835	Th	I	P
12934.8067	7728.950948	7731.078037679527	3.133	Th	I	P
12930.1433	7731.738494	7733.8663369647265	2.445	Th	II	P
12912.0667	7742.56281	7744.693574112346	3.094	Th	I	P
12880.2089	7761.7133	7763.849233842783	2.199	Th	I	P
12878.5187	7762.731966	7764.868175405918	2.198	Th	I	P
12863.2494	7771.946753	7774.0854499796915	3.14	Th	I	P
12855.4324	7776.672664	7778.812636438429	2.228	Th	I	P
12852.4253	7778.492192	7780.632656157122	2.603	Th	I	P
12846.9188	7781.826259	7783.967623427339	2.28	Th	I	P
12835.1953	7788.934115	7791.077397941892	3.957	Th	I	P
12828.2806	7793.132528	7795.276944596924	2.169	Th	I	P
12824.5189	7795.418454	7797.563462595077	1.393	Ar	II	N
12809.5467	7804.530006	7806.677499368498	2.44	Th	I	P
12804.0575	7807.875886	7810.024283318003	2.313	Th	I	P
12794.8805	7813.476036	7815.625945080144	2.569	Th	I	P
12793.4947	7814.322428	7816.472538969357	2.462	Ar	I	N
12790.4978	7816.153359	7818.303991264515	2.181	Th	I	P
12787.8531	7817.769853	7819.920921675273	4.232	Th	I	P
12780.304	7822.387696	7824.540010941837	2.418	Th	I	P
12760.6143	7834.457746	7836.613320410445	2.493	Th	II	P
12758.7201	7835.620881	7837.7767688469	2.603	Th	I	P
12757.3544	7836.459704	7838.615818339263	2.762	Th	I	P
12748.6812	7841.791042	7843.948596032034	3.446	Th	I	P
12747.9098	7842.265566	7844.423248115546	2.837	Th	I	P
12739.3428	7847.539388	7849.69849465076	4.205	Th	I	P
12737.8572	7848.454642	7850.613994950422	3.097	Th	I	P
12716.0579	7861.909446	7864.072402501408	2.462	Ar	I	N
12712.6422	7864.021806	7866.185363102565	2.589	Th	I	P
12710.6404	7865.260318	7867.424209404901	1.991	Th	I	P
12709.494	7865.96977	7868.1338533225635	3.715	Th	I	P
12706.7179	7867.688297	7869.852843746536	2.103	Th	I	P
12694.1746	7875.462514	7877.629160701791	1.941	Th	II	P
12676.7575	7886.28298	7888.452547901149	3.468	Th	I	P
12669.0601	7891.074479	7893.245371848855	3.962	Ar	I	N
12659.1696	7897.239769	7899.41229636421	1.913	Th	I	P
12654.2341	7900.319926	7902.493284836575	3.445	Th	I	P
12628.4643	7916.441468	7918.619210096671	2.612	Ar	I	N
12614.8401	7924.991405	7927.171427246232	2.414	Th	I	P
12613.6363	7925.747742	7927.927967924682	2.216	Th	I	P
12594.5902	7937.73347	7939.916933541831	3.201	Th	I	P
12588.2588	7941.725859	7943.910400062637	3.53	Th	I	P
12567.8977	7954.592217	7956.780233817467	2.88	Th	I	P
12564.1366	7956.973426	7959.162112261658	2.912	Ar	I	N
12556.2313	7961.983123	7964.173135294187	2.531	Th	I	P
12543.202	7970.253705	7972.445951201296	2.405	Th	I	P
12539.517	7972.595942	7974.788821610912	3.277	Th	I	P
12537.0589	7974.159111	7976.352412287064	2.827	Th	I	P
12525.2501	7981.677181	7983.872513651444	1.863	Th	II	P
12521.0283	7984.368431	7986.564490074669	1.563	Th	II	P
12515.3781	7987.973076	7990.170109203493	3.35	Th	I	P
12510.0653	7991.365442	7993.563390912116	2.745	Th	I	P
12508.8236	7992.158716	7994.356879411106	2.352	Th	I	P
12506.4418	7993.680797	7995.879371541152	2.88	Th	I	P
12493.1461	8002.18803	8004.388902487901	2.028	Th	I	P
12458.7928	8024.253002	8026.459834856552	2.767	Th	I	P
12456.5046	8025.727026	8027.934256934324	2.748	Th	I	P
12449.5655	8030.200402	8032.4088418989395	2.756	Th	I	P
12446.1079	8032.431249	8034.64029104231	3.788	Th	I	P
12438.6957	8037.217764	8039.428121068996	2.912	Ar	I	N
12424.9392	8046.116362	8048.32912180367	3.212	Ar	I	N
12413.8438	8053.307955	8055.5226576960795	3.812	Ar	I	N
12411.952	8054.535448	8056.750461168397	1.876	Th	II	P
12399.4904	8062.630368	8064.8475682516755	3.419	Th	I	P
12390.0987	8068.741874	8070.960726083643	1.79	Th	I	P
12379.4972	8075.651782	8077.872500346783	3.095	Th	I	P
12364.8487	8085.218964	8087.4422668835405	3.306	Th	I	P
12354.1248	8092.237307	8094.462506967714	2.578	Th	I	P
12351.3498	8094.055396	8096.281104434432	2.912	Ar	I	N
12347.9866	8096.259988	8098.486274677363	2.229	Th	I	P
12307.7578	8122.723329	8124.9567650738145	3.176	Th	I	P
12297.6418	8129.405086	8131.640327985485	3.027	Th	I	P
12284.75	8137.936246	8140.173792710474	2.68	Th	I	P
12281.7816	8139.903124	8142.14120205492	2.139	Th	II	P
12276.9028	8143.137909	8145.376861662536	4.122	Th	I	P
12267.0144	8149.702097	8151.942823186056	2.261	Th	I	P
12251.9425	8159.727615	8161.971050712979	3.821	Th	I	P
12248.4435	8162.058607	8164.302672417112	2.313	Th	I	P
12246.8495	8163.120952	8165.3653047667485	2.365	Th	II	P
12241.8606	8166.447668	8168.692919113946	2.078	Th	II	P
12236.8577	8169.786443	8172.03259624405	3.49	Th	I	P
12225.7954	8177.178768	8179.4269189225915	1.499	Th	II	P
12211.2616	8186.911262	8189.162043666315	4.063	Th	I	P
12205.3377	8190.884825	8193.136679864254	2.399	Th	I	P
12194.0871	8198.441996	8200.695893011949	2.089	Th	I	P
12188.5792	8202.146809	8204.401707460702	2.757	Th	I	P
12184.176	8205.11097	8207.366669686979	2.173	Th	I	P
12180.6615	8207.478411	8209.734750448488	2.757	Th	I	P
12170.7725	8214.147185	8216.405326777738	2.847	Th	I	P
12166.2119	8217.226337	8219.485310789301	2.439	Th	II	P
12145.2529	8231.406828	8233.669634001611	2.959	Th	I	P
12140.9157	8234.347415	8236.611016086703	2.164	Th	I	P
12140.0449	8234.938064	8237.20182451714	2.303	Th	I	P
12135.9145	8237.740798	8240.00531645143	1.817	Th	I	P
12114.3664	8252.393524	8254.662001968176	3.404	Th	I	P
12112.5728	8253.615523	8255.884332022342	2.645	Th	I	P
12103.9272	8259.510948	8261.781349775469	2.66	Th	I	P
12101.7246	8261.014244	8263.285052776693	3.012	Th	I	P
12080.3567	8275.626506	8277.901264289654	3.874	Th	I	P
12079.4569	8276.242961	8278.517886015223	2.067	Th	I	P
12070.6942	8282.251114	8284.527662046148	1.663	Th	II	P
12061.7187	8288.414222	8290.692436725456	2.562	Th	I	P
12055.7364	8292.52712	8294.806445834367	2.827	Th	I	P
12051.3438	8295.549681	8297.829823757911	2.823	Th	I	P
12024.4851	8314.079264	8316.364415470896	1.873	Th	I	P
12020.8352	8316.603689	8318.889522751299	1.903	Th	I	P
12014.693	8320.855356	8323.14233913426	3.969	Th	I	P
12005.5134	8327.217638	8329.506341644665	2.12	Th	I	P
12002.9479	8328.997499	8331.286683332184	2.114	Th	I	P
12000.856	8330.449354	8332.738931289568	4.426	Th	I	P
11996.5645	8333.429398	8335.719780442143	2.151	Th	I	P
11993.2872	8335.706611	8337.997609195918	2.501	Th	I	P
11984.9907	8341.476954	8343.76951164426	2.524	Th	I	P
11981.1069	8344.180942	8346.474231024513	1.866	Th	I	P
11978.6843	8345.868498	8348.162243494471	2.193	Th	I	P
11960.2587	8358.72594	8361.02316081173	3.333	Th	I	P
11957.733	8360.491469	8362.789167478484	2.343	Th	I	P
11954.0468	8363.069556	8365.367952215145	1.393	Ar	II	N
11949.7538	8366.074039	8368.373246317426	2.984	Th	I	P
11947.8693	8367.393599	8369.693163617047	3.034	Th	I	P
11930.9976	8379.226037	8381.528800240476	2.514	Th	I	P
11930.2262	8379.767834	8382.070743972985	2.268	Th	I	P
11923.1751	8384.723465	8387.027713784057	3.212	Ar	I	N
11921.7469	8385.727941	8388.032461920493	2.603	Th	I	P
11919.7891	8387.105285	8389.410178406597	2.309	Th	II	P
11917.7558	8388.536224	8390.841503901262	2.844	Th	I	P
11907.5526	8395.724124	8398.031346928503	1.963	Ar	II	W
11898.6739	8401.988977	8404.297894070363	2.823	Th	I	P
11880.3413	8414.954176	8417.266598224749	1.933	Th	I	P
11877.8392	8416.726817	8419.039718941473	4.134	Th	I	P
11876.0454	8417.998115	8420.311360547677	3.705	Th	I	P
11871.4942	8421.225355	8423.539473236655	4.017	Th	I	P
11837.3907	8445.486996	8447.807674372021	3.803	Th	I	P
11835.9549	8446.511509	8448.832463868208	4.262	Th	I	P
11824.1721	8454.928504	8457.25173435187	2.191	Th	I	P
11822.189	8456.346772	8458.67038667712	2.179	Th	I	P
11811.1691	8464.236635	8466.562382888922	3.345	Th	I	P
11810.4375	8464.760956	8467.086845851392	2.123	Th	I	P
11809.1686	8465.670502	8467.996637798871	2.723	Th	I	P
11800.5883	8471.825985	8474.153784349888	3.183	Th	I	P
11799.5122	8472.598607	8474.92661603418	2.249	Th	I	P
11774.9034	8490.305885	8492.638674216216	3.062	Ar	I	N
11746.7924	8510.623937	8512.96222788444	3.273	Th	I	P
11744.0678	8512.598393	8514.937217920353	1.522	Th	II	P
11738.6129	8516.55419	8518.894085007267	3.367	Th	I	P
11718.8582	8530.910768	8533.254545225233	2.176	Th	I	P
11718.1168	8531.450517	8533.794440417252	2.247	Th	I	P
11716.1075	8532.913658	8535.257977105452	2.06	Th	I	P
11713.6832	8534.679664	8537.024460419078	2.233	Th	I	P
11706.6696	8539.79291	8542.13908966902	3.149	Th	I	P
11685.9368	8554.943992	8557.294268440679	3.327	Th	I	P
11681.1546	8558.446353	8560.79757732168	2.374	Th	I	P
11673.386	8564.141995	8566.49475996082	2.161	Th	I	P
11667.8455	8568.208713	8570.56257729844	2.157	Th	II	P
11661.1607	8573.120489	8575.475681421662	3.885	Th	I	P
11658.1555	8575.330448	8577.686238616392	2.555	Th	I	P
11655.5101	8577.276762	8579.633078435581	3.006	Th	I	P
11635.7558	8591.838671	8594.198926037963	2.612	Th	II	P
11634.0359	8593.108838	8595.469436363008	2.856	Th	I	P
11625.0444	8599.755287	8602.117683094611	1.683	Th	II	P
11619.2869	8604.016589	8606.380138526401	1.933	Ar	II	W
11616.9119	8605.775647	8608.139655427705	3.812	Ar	I	N
11602.8277	8616.221875	8618.588725574198	2.898	Th	I	P
11597.1239	8620.459617	8622.827596073195	3.512	Ar	I	N
11595.9632	8621.32247	8623.690699535851	2.132	Th	I	P
11594.9163	8622.100888	8624.469328855785	1.824	Th	I	P
11592.6299	8623.801422	8626.17032223206	1.893	Ar	II	W
11585.456	8629.14144	8631.51178512093	1.756	Th	II	P
11582.4829	8631.356458	8633.727402265364	2.261	Th	I	P
11573.0895	8638.362204	8640.735043136061	2.694	Th	I	P
11571.6436	8639.441589	8641.814720252878	3.307	Th	I	P
11563.7907	8645.308606	8647.68332411966	3.14	Th	I	P
11558.6562	8649.148977	8651.524733472046	2.6	Th	I	P
11523.6831	8675.398294	8677.78115140983	2.054	Th	I	P
11519.687	8678.407764	8680.791413863935	2.612	Ar	I	N
11508.7972	8686.619419	8689.005311519435	1.744	Th	II	P
11507.1698	8687.847928	8690.234152971307	2.678	Th	I	P
11502.5535	8691.334622	8693.721789687828	2.223	Th	I	P
11500.2328	8693.088527	8695.47614723069	1.393	Ar	II	N
11492.9518	8698.595762	8700.984894063507	2.07	Th	I	P
11489.6166	8701.120796	8703.510611485504	2.466	Th	I	P
11486.2086	8703.702461	8706.092974839408	2.417	Th	I	P
11484.6811	8704.860087	8707.250913566942	2.286	Th	I	P
11481.385	8707.359106	8709.750609355928	2.56	Th	I	P
11478.9133	8709.234029	8711.626038677372	3.413	Th	I	P
11477.3581	8710.414148	8712.806477650985	2.25	Th	I	P
11472.2826	8714.267774	8716.661146405162	1.919	Th	I	P
11465.229	8719.628959	8722.023781644484	2.036	Th	II	P
11462.5598	8721.659442	8724.054813655148	2.061	Th	II	P
11461.5108	8722.457684	8724.853271525077	2.287	Th	I	P
11459.8554	8723.717666	8726.11359476665	2.243	Th	I	P
11458.9906	8724.37604	8726.772146928894	2.423	Th	I	P
11448.4299	8732.423947	8734.82223095064	3.213	Th	I	P
11446.3335	8734.0233	8736.422016709543	2.726	Th	I	P
11434.2484	8743.254513	8745.655726702596	1.976	Th	I	P
11428.0054	8748.030881	8750.433387089579	3.986	Th	I	P
11423.8589	8751.206153	8753.609518058736	2.371	Th	I	P
11420.2004	8754.00967	8756.41376660956	1.393	Ar	II	N
11414.6799	8758.243376	8760.648645083777	3.886	Th	I	P
11411.8053	8760.449561	8762.85542656428	3.217	Th	I	P
11410.1954	8761.685632	8764.091805123688	3.512	Ar	I	N
11403.6105	8766.744973	8769.152541644595	3.292	Th	I	P
11396.9605	8771.860292	8774.269244856996	3.263	Ar	II	W
11395.733	8772.805163	8775.214371905695	3.283	Th	I	P
11394.789	8773.531948	8775.941353543272	2.15	Th	I	P
11392.1385	8775.57321	8777.983167953937	3.557	Th	I	P
11382.8742	8782.715508	8785.127397788512	2.345	Th	I	P
11380.4897	8784.555745	8786.968103841788	2.912	Ar	I	N
11362.8771	8798.171941	8800.58801304821	2.536	Th	I	P
11361.6956	8799.086895	8801.503184084602	3.212	Ar	I	N
11354.5951	8804.589321	8807.007129650972	3.037	Th	I	P
11347.2946	8810.253946	8812.673286899593	2.531	Th	I	P
11344.3883	8812.511039	8814.930991034571	2.275	Th	I	P
11339.6765	8816.17278	8818.59372266925	2.183	Th	II	P
11337.6572	8817.742996	8820.164363410106	2.295	Th	I	P
11332.4965	8821.75852	8824.180973715722	2.163	Th	I	P
11322.312	8829.693786	8832.118387128	2.433	Th	I	P
11307.5983	8841.183227	8843.610937258003	3.392	Th	I	P
11297.2075	8849.315089	8851.744999815219	2.595	Th	I	P
11292.7711	8852.791584	8855.222435173595	2.417	Th	I	P
11290.0722	8854.907859	8857.339282560124	2.609	Th	I	P
11284.8342	8859.017994	8861.450529773845	2.717	Th	I	P
11272.3451	8868.833307	8871.26849940036	3.714	Th	I	P
11264.7696	8874.797576	8877.234382139515	2.449	Ar	I	W
11264.2178	8875.232328	8877.669251033125	2.848	Th	I	P
11255.7614	8881.900274	8884.33900171338	2.251	Th	I	P
11246.5261	8889.193845	8891.634546600128	2.898	Th	I	P
11241.7298	8892.986447	8895.428175119456	2.93	Th	I	P
11241.0305	8893.539678	8895.981556139359	2.611	Th	I	P
11233.7565	8899.298381	8901.74181717398	2.123	Ar	II	W
11225.7365	8905.65633	8908.101486258829	2.893	Ar	II	W
11219.1854	8910.856536	8913.303099528064	2.662	Th	I	P
11197.5266	8928.092415	8930.543643450688	2.614	Th	I	P
11180.5352	8941.660762	8944.115662727845	2.365	Th	I	P
11171.2128	8949.122626	8951.579545597771	3.175	Th	I	P
11162.8255	8955.846664	8958.305403949922	2.988	Th	I	P
11160.1597	8957.985934	8960.445252409783	2.311	Th	II	P
11154.0483	8962.894111	8965.354758236075	2.178	Th	I	P
11148.145	8967.640269	8970.102200859425	4.301	Th	I	P
11146.5194	8968.948108	8971.410393813157	2.213	Ar	II	W
11145.378	8969.866623	8972.329157431896	3.201	Th	I	P
11143.5178	8971.363979	8973.82691846196	2.833	Ar	II	W
11124.6049	8986.616221	8989.083288701786	2.843	Ar	II	W
11119.3126	8990.893469	8993.361693959392	2.49	Th	I	P
11114.0025	8995.189197	8997.6585842949	2.726	Th	I	P
11113.1704	8995.862715	8998.33228508761	2.853	Ar	II	W
11097.634	9008.456738	9010.929717091049	3.003	Ar	II	W
11095.8771	9009.883126	9012.356490502225	2.662	Th	I	P
11093.8676	9011.515147	9013.98895368104	1.976	Th	I	P
