wavenumbercm-1	lambda_air	lambda_vac	intens	element	ionization_state	source
25192.2029	3968.359459	3969.4821606886944	3.079	Ar	II	L
25188.1226	3969.002322	3970.12518908416	2.863	Th	II	L
25183.9165	3969.665214	3970.78826083306	2.427	Th	I	L
25165.0632	3972.6393	3973.76311774969	2.952	Th	I	L
25153.4305	3974.476567	3975.6008628723625	3.21	Ar	II	L
25141.1703	3976.414779	3977.5395817592466	2.422	Th	II	L
25122.5897	3979.355779	3980.48135937196	3.281	Ar	II	L
25113.7625	3980.754517	3981.8804529986296	2.336	Th	II	L
25111.5425	3981.106438	3982.2324733735495	2.503	Th	II	L
25106.9908	3981.828197	3982.9544208061766	2.424	Th	I	L
25105.2604	3982.102662	3983.228949101042	2.473	Th	II	L
25092.7073	3984.094828	3985.2216344945773	2.089	Th	I	L
25090.9473	3984.374301	3985.5011771516492	1.547	Th	II	L
25087.7666	3984.879451	3986.006470579968	2.569	Th	I	L
25064.3649	3988.600082	3989.7280620902548	2.519	Th	II	L
25062.825	3988.845145	3989.9731973550465	2.275	Th	II	L
25052.4792	3990.492442	3991.620917102687	3.271	Th	I	L
25044.7055	3991.731075	3992.859888090918	3.031	Th	I	L
25042.6825	3992.053554	3993.1824396208353	2.653	Ar	II	L
25041.3029	3992.273486	3993.402435941143	2.115	Th	II	L
25027.035	3994.549534	3995.679072650835	3.658	Th	II	L
25025.5154	3994.792091	3995.9216983798865	3.655	Ar	II	L
25017.5649	3996.061659	3997.1915891782096	2.622	Th	II	L
25013.7597	3996.669562	3997.79965904126	2.345	Th	I	L
24999.4809	3998.952364	4000.0830577246106	2.67	Th	I	L
24991.1813	4000.280454	4001.4114899002393	2.837	Th	I	L
24988.2678	4000.746866	4001.8780333385093	1.658	Th	I	L
24986.3248	4001.057991	4002.189229526065	3.317	Th	I	L
24981.1076	4001.893615	4003.025070033324	3.35	Th	I	L
24973.5436	4003.105728	4004.237508368656	2.343	Th	II	L
24961.1525	4005.092975	4006.2252734524177	3.273	Th	I	L
24955.7383	4005.961904	4007.0944324656584	2.326	Th	I	L
24953.1298	4006.380689	4007.513318028747	2.381	Th	II	L
24941.7398	4008.210288	4009.3434059479687	3.623	Th	I	L
24923.0901	4011.209659	4012.343557671446	2.203	Ar	II	L
24916.9845	4012.192585	4013.3267330161884	1.845	Th	I	L
24915.104	4012.495421	4013.6296440905885	3.871	Th	I	L
24901.3213	4014.716342	4015.8511588700317	3.049	Th	I	L
24873.9836	4019.128807	4020.2647717432765	4.27	Th	II	L
24866.4038	4020.353942	4021.4902325361577	2.681	Th	I	L
24861.485	4021.14938	4022.285877130831	2.184	Th	I	L
24857.7687	4021.750576	4022.8872191573655	2.207	Th	I	L
24838.9216	4024.80223	4025.9396768658426	3.328	Th	I	L
24807.956	4029.826137	4030.9649049683903	3.019	Th	I	L
24801.7013	4030.842436	4031.981467335872	4.129	Th	I	L
24780.7756	4034.246283	4035.3862047804505	2.468	Th	II	L
24773.32	4035.460437	4036.6006655547176	3.219	Ar	II	L
24769.7144	4036.047864	4037.1882527640287	4.394	Th	I	L
24766.5384	4036.565449	4037.705971860807	3.382	Th	II	L
24756.3349	4038.22919	4039.370141175461	2.793	Th	I	L
24754.9389	4038.456911	4039.5979325160038	2.11	Th	I	L
24752.8063	4038.804857	4039.9459676618567	2.578	Ar	II	L
24746.307	4039.865616	4041.007007631482	2.783	Th	I	L
24738.1153	4041.203396	4042.3451337054767	2.758	Th	II	L
24727.7687	4042.894358	4044.036532903998	3.965	Ar	II	L
24724.7067	4043.395046	4044.5373614887008	3.678	Th	I	L
24718.453	4044.418042	4045.5606182150636	3.694	Ar	I	L
24715.3442	4044.926781	4046.069485854055	2.367	Th	I	L
24713.5117	4045.226715	4046.3695007779897	2.382	Th	I	L
24708.9995	4045.965436	4047.108422985722	2.609	Ar	I	L
24707.2508	4046.251809	4047.394864344842	2.047	Th	I	L
24703.7503	4046.825165	4047.968376688134	1.881	Th	I	L
24702.317	4047.059991	4048.203251541141	1.54	Th	I	L
24684.7231	4049.944572	4051.0885860412995	3.199	Th	I	L
24675.2516	4051.499156	4052.643580744684	2.414	Th	I	L
24666.5951	4052.92101	4054.065816323389	4.033	Ar	II	L
24658.1933	4054.302003	4055.4471604373384	2.499	Th	I	L
24656.829	4054.526327	4055.671554521467	2.391	Ar	I	L
24645.4323	4056.401297	4057.5470043591	1.58	Th	I	L
24644.0068	4056.635931	4057.7817078024827	1.795	Th	I	L
24636.0819	4057.940889	4059.087009286164	2.164	Th	I	L
24628.1196	4059.252861	4060.399316884915	3.413	Th	I	L
24613.736	4061.625023	4062.772104161676	1.982	Th	I	L
24602.9416	4063.407073	4064.554622200136	3.54	Th	I	L
24597.3455	4064.331561	4065.4793420696556	3.042	Th	I	L
24587.9221	4065.889258	4067.0374500657786	1.631	Th	I	L
24584.6286	4066.433958	4067.5822940843614	1.44	Th	I	L
24578.4816	4067.450978	4068.5995834665396	3.221	Th	I	L
24575.9092	4067.87674	4069.025450338171	1.746	Th	II	L
24572.3162	4068.471566	4069.6204291885188	1.671	Th	I	L
24567.9059	4069.20192	4070.3509858363627	3.292	Th	II	L
24564.5319	4069.76085	4070.910058742051	1.956	Th	II	L
24561.6513	4070.23816	4071.3874966541844	3.168	Th	I	L
24548.7045	4072.38482	4073.5347154470005	3.658	Ar	II	L
24535.1063	4074.641923	4075.7924085293243	2.044	Th	II	L
24529.9226	4075.503004	4076.65371108835	3.475	Th	I	L
24527.4903	4075.907164	4077.0579776765826	2.405	Th	I	L
24523.1489	4076.628745	4077.7797503810775	3.326	Ar	II	L
24521.2566	4076.943344	4078.0944317511035	3.126	Ar	II	L
24494.6738	4081.367927	4082.5201762842007	3.143	Th	I	L
24488.5551	4082.38772	4083.540233045436	3.316	Ar	II	L
24482.0713	4083.468911	4084.621712542762	3.414	Th	I	L
24472.641	4085.042472	4086.195682762641	3.179	Th	II	L
24470.2972	4085.433751	4086.5870644186534	3.167	Th	I	L
24463.7893	4086.520592	4087.6741854541724	3.848	Th	II	L
24448.1329	4089.137621	4090.29190118645	3.259	Th	I	L
24422.7229	4093.392143	4094.547541216217	2.295	Th	II	L
24421.0556	4093.671618	4094.827088473604	2.957	Th	I	L
24414.6398	4094.747403	4095.903147422228	3.891	Th	II	L
24406.7176	4096.076549	4097.232640574331	3.002	Th	I	L
24396.7667	4097.747286	4098.903810889006	3.79	Th	I	L
24389.7094	4098.933009	4100.089851829067	2.68	Th	II	L
24383.4021	4099.993311	4101.150429701523	1.982	Th	I	L
24381.3329	4100.341269	4101.498486983868	4.183	Th	I	L
24367.8043	4102.617755	4103.775570784603	3.042	Th	I	L
24366.6075	4102.819278	4103.977133460208	2.164	Th	I	L
24357.3327	4104.381577	4105.539848375927	2.588	Th	II	L
24333.3924	4108.419732	4109.579065514926	3.608	Th	II	L
24328.0401	4109.323634	4110.483195068394	3.203	Th	I	L
24297.4948	4114.489721	4115.650639011557	1.662	Ar	II	L
24290.0028	4115.758823	4116.920068860593	3.551	Th	I	L
24284.3704	4116.713432	4117.87492748834	3.655	Th	II	L
24273.8963	4118.489808	4119.651775887334	2.47	Th	I	L
24247.5451	4122.965693	4124.128838098336	1.783	Th	II	L
24214.2197	4128.640145	4129.804769219963	2.823	Ar	II	L
24200.3752	4131.002095	4132.167339289847	3.662	Th	I	L
24180.9313	4134.323895	4135.490017293089	2.59	Th	I	L
24174.1727	4135.479805	4136.646214991258	2.842	Th	I	L
24159.2131	4138.040573	4139.207663183367	2.823	Th	I	L
24132.0356	4142.700927	4143.869239112179	3.412	Th	II	L
24118.3701	4145.048236	4146.217160835425	1.495	Th	I	L
24103.878	4147.540441	4148.710012554826	2.256	Th	I	L
24100.1519	4148.181686	4149.351440394863	2.852	Th	II	L
24082.9455	4151.145471	4152.316003040409	2.158	Th	I	L
24062.2228	4154.720565	4155.892031720361	2.692	Th	I	L
24054.3192	4156.085726	4157.257545663566	3.245	Ar	II	L
24036.575	4159.153885	4160.32650242391	2.228	Th	I	L
24021.6454	4161.738871	4162.9121708706925	2.732	Th	I	L
24013.3301	4163.180012	4164.353697865504	1.625	Th	II	L
23998.4216	4165.766346	4166.940712467523	3.751	Th	I	L
23991.8596	4166.905758	4168.080410073757	1.175	Th	I	L
23986.3352	4167.865471	4169.040379290622	2.347	Th	I	L
23981.9128	4168.63406	4169.809173853722	2.716	Th	II	L
23970.993	4170.53309	4171.708698091898	3.847	Th	I	L
23969.547	4170.784682	4171.960362872106	2.154	Th	II	L
23927.8127	4178.059409	4179.236993108025	3.241	Th	II	L
23923.2939	4178.848605	4180.026396783095	2.947	Th	I	L
23912.5743	4180.721948	4181.900231461069	2.213	Th	I	L
23905.9331	4181.883406	4183.061986398682	3.768	Ar	I	L
23893.0539	4184.137634	4185.31680456302	2.737	Th	I	L
23875.9185	4187.140573	4188.320545657752	2.382	Th	I	L
23849.2248	4191.827206	4193.008403359089	2.262	Th	II	L
23846.1833	4192.361872	4193.543207394535	2.931	Th	I	L
23842.4612	4193.016371	4194.197870813773	3.43	Th	I	L
23836.4011	4194.082412	4195.264191958911	1.722	Th	II	L
23831.5503	4194.936108	4196.118118257712	3.358	Th	I	L
23762.2222	4207.175392	4208.360613680315	1.95	Th	I	L
23759.7529	4207.612643	4208.7979795446445	2.139	Th	I	L
23755.2447	4208.411158	4209.596712762972	2.776	Th	I	L
23743.7027	4210.456944	4211.6430307224155	2.391	Th	I	L
23741.0747	4210.923021	4212.1092353077	4.46	Th	I	L
23737.741	4211.514424	4212.700778898885	1.949	Th	II	L
23728.9928	4213.067117	4214.2538810159695	3.483	Th	I	L
23716.9277	4215.2104	4216.397725072966	1.262	Th	I	L
23714.5794	4215.627803	4216.815247416954	2.291	Th	I	L
23713.3215	4215.851439	4217.03893315831	2.168	Th	I	L
23704.4412	4217.430828	4218.618745587641	3.252	Ar	II	L
23689.6343	4220.066936	4221.255538756881	3.035	Th	I	L
23685.9016	4220.731987	4221.920773326188	2.694	Th	I	L
23683.5352	4221.153725	4222.34261716131	2.235	Th	I	L
23680.5184	4221.691494	4222.880526129023	2.199	Th	I	L
23675.2141	4222.637351	4223.82663901654	3.398	Ar	II	L
23654.7019	4226.299091	4227.489334794787	2.686	Th	I	L
23650.8497	4226.987481	4228.177899249007	3.523	Ar	II	L
23648.6129	4227.387297	4228.577820731295	3.241	Th	I	L
23644.3027	4228.157937	4229.348662500417	3.978	Ar	II	L
23638.7712	4229.147346	4230.338335014639	3.559	Th	I	L
23637.0562	4229.454187	4230.645269608489	2.47	Th	II	L
23631.6258	4230.426111	4231.617445465813	3.234	Th	I	L
23629.4064	4230.823466	4232.014901567734	2.666	Th	I	L
23615.6487	4233.288251	4234.480334220079	2.181	Th	II	L
23612.2018	4233.906232	4235.0984820060285	1.877	Th	I	L
23603.5188	4235.463786	4236.6564429368045	4.317	Th	I	L
23572.1796	4241.094942	4242.289075381048	2.904	Th	I	L
23568.8154	4241.700319	4242.894617435885	1.726	Th	I	L
23563.1515	4242.719927	4243.914486566026	2.151	Th	II	L
23560.1467	4243.261039	4244.455744411812	2.57	Th	I	L
23543.1622	4246.322271	4247.517778219274	1.87	Th	I	L
23524.5643	4249.679373	4250.875753732876	2.294	Th	II	L
23503.2196	4253.538831	4254.73623196713	3.207	Th	I	L
23488.2285	4256.253647	4257.451769936587	3.573	Th	I	L
23475.7288	4258.519951	4259.718658872904	3.32	Th	I	L
23465.7412	4260.332518	4261.531700520076	3.268	Th	I	L
23460.5504	4261.275159	4262.47459224145	2.393	Th	II	L
23459.3528	4261.492698	4262.692191576572	2.272	Th	I	L
23444.9713	4264.106807	4265.306991439994	2.07	Th	II	L
23432.9935	4266.286458	4267.487207727002	3.941	Ar	I	L
23431.6706	4266.527325	4267.728140562031	3.922	Ar	II	L
23417.7434	4269.064793	4270.266280225788	2.279	Th	I	L
23412.9311	4269.942283	4271.143991877207	2.977	Th	I	L
23410.8134	4270.328531	4271.530351867227	2.278	Th	II	L
23408.5857	4270.734934	4271.936856057049	2.23	Th	I	L
23396.8653	4272.874347	4274.076835412648	3.233	Th	I	L
23394.2204	4273.357439	4274.560053302738	3.496	Th	II	L
23375.3506	4276.807189	4278.010700725062	2.98	Th	II	L
23367.0693	4278.322907	4279.52682966537	3.287	Th	I	L
23363.049	4279.059142	4280.2632481745	2.233	Th	I	L
23359.8886	4279.638074	4280.842332441603	1.831	Th	I	L
23354.8192	4280.567019	4281.771532617987	3.301	Th	I	L
23352.0854	4281.068158	4282.27279436037	3.271	Th	II	L
23350.1949	4281.414763	4282.619499677067	3.01	Th	II	L
23342.1101	4282.897713	4284.102832674069	3.371	Ar	II	L
23338.7288	4283.51823	4284.723510733797	2.738	Th	II	L
23325.5427	4285.939783	4287.145696292845	2.088	Th	I	L
23321.4063	4286.699974	4287.906085663453	1.863	Th	II	L
23310.7002	4288.6688	4289.875428109191	3.212	Th	I	L
23293.6407	4291.809723	4293.017192456308	3.328	Th	I	L
23290.9461	4292.306267	4293.513864599944	2.165	Th	I	L
23273.1696	4295.584873	4296.7933340716945	2.745	Th	I	L
23271.9189	4295.815748	4297.024256130421	2.329	Th	I	L
23257.0381	4298.564425	4299.7736672237725	1.659	Th	I	L
23251.2516	4299.634234	4300.843744686846	3.114	Th	I	L
23250.141	4299.839604	4301.04918503505	3.459	Th	I	L
23245.7603	4300.649946	4301.859724502106	3.576	Ar	II	L
23227.7253	4303.989208	4305.199872498923	2.658	Th	I	L
23210.5395	4307.176075	4308.387575394359	3.641	Th	I	L
23205.4443	4308.121805	4309.333564451511	3.209	Th	I	L
23185.6531	4311.799273	4313.011997923837	3.288	Th	I	L
23175.9612	4313.602453	4314.815646135962	2.437	Th	I	L
23167.0889	4315.254471	4316.468091077252	3.84	Th	I	L
23153.2086	4317.841503	4319.055804645582	2.113	Th	I	L
23150.1303	4318.415661	4319.630114565705	3.446	Th	II	L
23140.963	4320.126431	4321.341337436995	3.348	Th	II	L
23132.3949	4321.726615	4322.941936288664	1.642	Th	I	L
23113.4217	4325.274266	4326.490525632559	2.997	Th	I	L
23100.3856	4327.715159	4328.93206769674	2.492	Th	I	L
23093.9807	4328.915443	4330.132656601727	3.851	Th	I	L
23086.0032	4330.411334	4331.628958623726	2.655	Th	I	L
23083.6963	4330.84412	4332.061845745216	3.356	Th	I	L
23077.3781	4332.029855	4333.247891795819	3.617	Ar	II	L
23075.7307	4332.339116	4333.557246791756	2.652	Th	I	L
23067.2234	4333.936931	4335.155482995842	2.034	Th	II	L
23049.4593	4337.277141	4338.496565079946	4.074	Th	I	L
23030.2485	4340.895167	4342.115544259107	3.333	Th	I	L
23024.1306	4342.048634	4343.269317626265	1.92	Th	I	L
23022.0345	4342.443971	4343.664761687331	3.788	Th	I	L
23019.2296	4342.973116	4344.194038535504	1.652	Th	I	L
23017.0637	4343.3818	4344.6028261198235	2.727	Th	I	L
23014.0454	4343.951448	4345.172622280479	3.095	Th	II	L
23012.0586	4344.326495	4345.547772940227	3.479	Th	II	L
22986.9487	4349.072129	4350.29465219975	3.648	Th	I	L
22984.0006	4349.629976	4350.852653562844	1.976	Th	I	L
22963.8394	4353.448831	4354.672503065842	3.732	Th	I	L
22958.3872	4354.482703	4355.706658697698	2.805	Th	I	L
22953.9724	4355.320241	4356.54440361704	2.703	Th	II	L
22950.1573	4356.044246	4357.268610093579	2.657	Th	I	L
22941.8929	4357.613456	4358.838236926823	2.835	Th	II	L
22938.1723	4358.320293	4359.545245895638	3.317	Th	I	L
22932.6356	4359.372555	4360.597784931445	3.218	Th	I	L
22928.4556	4360.167295	4361.392749017077	2.705	Th	I	L
22918.4723	4362.066631	4363.292574261156	3.591	Ar	II	L
22916.3424	4362.472055	4363.698109171209	2.592	Th	I	L
22909.3965	4363.79473	4365.021138815246	2.567	Ar	I	L
22898.1912	4365.930205	4367.157175279417	3.788	Th	I	L
22877.5178	4369.875571	4371.103581875477	3.734	Th	I	L
22863.8415	4372.489522	4373.718213538175	2.517	Ar	II	L
22834.1416	4378.176824	4379.407019180437	4.112	Th	I	L
22828.7342	4379.213895	4380.444361212108	2.6	Ar	II	L
22826.3714	4379.667209	4380.897789124731	4.249	Ar	II	L
22823.1466	4380.286039	4381.516788749891	2.754	Th	I	L
22814.9488	4381.859986	4383.091142417992	3.972	Th	II	L
22798.3139	4385.057274	4386.289286068651	4.015	Ar	II	L
22784.4028	4387.734646	4388.967350945884	3.11	Th	I	L
22766.8846	4391.110881	4392.344484409606	4.137	Th	II	L
22757.2285	4392.974102	4394.208196310021	3.481	Th	I	L
22753.161	4393.759438	4394.993732958686	2.965	Th	I	L
22740.8423	4396.13958	4397.374498305193	2.109	Th	I	L
22739.0905	4396.478255	4397.713268259345	2.694	Th	II	L
22736.3428	4397.009579	4398.244734417006	2.08	Th	I	L
22718.8995	4400.38561	4401.621654253104	2.26	Th	II	L
22712.7299	4401.58093	4402.817294102547	3.685	Th	I	L
22705.7873	4402.926798	4404.163514735294	4.043	Th	I	L
22677.1771	4408.481762	4409.719938201655	2.977	Th	I	L
22669.8902	4409.89882	4411.137377277636	2.854	Th	I	L
22646.3323	4414.486318	4415.726073223786	3.605	Th	I	L
22637.3502	4416.237933	4417.478155195036	2.66	Th	II	L
22634.2387	4416.845034	4418.085420297348	3.241	Th	I	L
22619.2577	4419.770424	4421.011570154224	2.253	Th	I	L
22607.6072	4422.048113	4423.289873861574	3.262	Th	I	L
22601.4031	4423.261994	4424.504069838036	2.033	Th	I	L
22599.0624	4423.720151	4424.962338260547	3.183	Th	I	L
22561.952	4430.996494	4432.240614641853	3.873	Ar	II	L
22559.8263	4431.414024	4432.658242585848	1.805	Th	I	L
22555.5602	4432.252182	4433.496624038627	3.309	Th	I	L
22551.9447	4432.962762	4434.20739675723	3.364	Th	II	L
22549.2577	4433.491016	4434.735782898964	2.741	Th	I	L
22547.492	4433.838218	4435.083068218852	3.76	Ar	II	L
22535.0637	4436.283559	4437.529058327002	2.508	Th	II	L
22529.1661	4437.444892	4438.690697921571	2.241	Th	I	L
22520.6476	4439.123394	4440.369645498116	2.826	Th	II	L
22518.9325	4439.461496	4440.707835506856	3.731	Ar	II	L
22513.2921	4440.573767	4441.820394628115	3.223	Th	II	L
22511.8104	4440.866037	4442.112749847965	3.116	Th	II	L
22479.5984	4447.229655	4448.478047543767	2.519	Th	I	L
22471.2607	4448.879769	4450.128603598996	3.916	Ar	II	L
22468.0266	4449.52016	4450.769165459328	2.46	Ar	II	L
22460.3006	4451.050772	4452.300162002284	1.825	Th	II	L
22456.819	4451.740841	4452.990425758875	1.847	Th	I	L
22452.6578	4452.565919	4453.815708178655	3.931	Th	I	L
22444.7268	4454.139273	4455.389494872355	2.295	Th	I	L
22442.8316	4454.515415	4455.7657332330555	2.227	Th	II	L
22429.1325	4457.236156	4458.487192939807	2.679	Th	I	L
22425.2816	4458.001577	4459.252810453003	3.987	Th	I	L
22412.4328	4460.557349	4461.80925080119	3.029	Ar	II	L
22408.9979	4461.241078	4462.493166639995	3.708	Th	I	L
22407.5585	4461.527666	4462.77982494166	3.734	Th	I	L
22396.8225	4463.666343	4464.919075016111	3.234	Th	I	L
22394.4651	4464.136229	4465.389084019694	2.174	Th	I	L
22388.4266	4465.340307	4466.593467537376	3.215	Th	II	L
22373.4923	4468.320958	4469.574917457119	2.626	Th	I	L
22369.1456	4469.189256	4470.443430794246	2.381	Th	I	L
22367.4632	4469.525401	4470.779681443714	3.486	Th	I	L
22360.1339	4470.990465	4472.245132664433	2.89	Th	I	L
22338.9943	4475.221486	4476.477260213993	3.674	Th	I	L
22336.2814	4475.765046	4477.020960167523	2.327	Th	I	L
22329.0549	4477.213582	4478.469888127688	1.907	Th	I	L
22322.1648	4478.595578	4479.852240854346	3.337	Th	I	L
22313.833	4480.267877	4481.524980490802	2.007	Th	I	L
22304.3652	4482.169703	4483.427306866371	3.829	Th	I	L
22298.5069	4483.347289	4484.6052001804655	3.497	Th	I	L
22293.8196	4484.289926	4485.54809333794	1.83	Th	II	L
22280.8631	4486.897614	4488.156475410507	4.046	Th	I	L
22277.8932	4487.495789	4488.754798411548	3.446	Th	II	L
22273.8422	4488.311951	4489.571179596487	2.848	Th	I	L
22272.0198	4488.679208	4489.9385371415665	3.509	Th	II	L
22267.1303	4489.664858	4490.924454688263	3.361	Th	I	L
22260.5991	4490.982155	4492.24207986388	3.439	Ar	II	L
22242.2317	4494.690823	4495.951725923258	2.592	Th	I	L
22239.5301	4495.236832	4496.49788239006	1.942	Th	II	L
22223.205	4498.539067	4499.800996300938	3.087	Ar	II	L
22217.4552	4499.703284	4500.965529121445	2.124	Th	I	L
22216.0731	4499.983224	4501.245541904523	3.741	Th	I	L
22201.5491	4502.927116	4504.190205358238	3.343	Ar	II	L
22193.1538	4504.630538	4505.8940654031785	2.331	Th	I	L
22190.2681	4505.216342	4506.480027611744	3.597	Th	I	L
22150.904	4513.222627	4514.488438033952	3.4	Th	I	L
22148.6598	4513.67994	4514.9458659345155	3.447	Th	I	L
22141.6045	4515.118228	4516.384528501536	4.227	Th	I	L
22139.1074	4515.6275	4516.893937648091	2.18	Th	I	L
22121.3165	4519.259216	4520.526615131608	3.517	Th	I	L
22097.5071	4524.12867	4525.397346744149	2.49	Th	I	L
22094.041	4524.838426	4526.10728838604	2.565	Th	II	L
22091.0763	4525.445679	4526.714707875052	1.931	Th	I	L
22088.2348	4526.027843	4527.297038693197	1.972	Th	II	L
22076.6154	4528.41004	4529.679853008628	1.803	Th	II	L
22067.3129	4530.319024	4531.589344527761	3.328	Th	I	L
22066.1765	4530.55233	4531.822719717664	3.593	Ar	II	L
22057.8741	4532.257632	4533.528460025075	2.756	Th	II	L
22048.8186	4534.119077	4535.390390485593	2.93	Th	II	L
22047.4393	4534.402726	4535.6741270175535	2.133	Th	I	L
22043.2992	4535.254374	4536.5260024234485	3.735	Th	I	L
22039.7753	4535.979533	4537.251339399998	2.755	Th	I	L
22031.6994	4537.64225	4538.91450606847	2.795	Ar	II	L
22015.414	4540.998918	4542.272064472646	3.833	Th	I	L
21998.3882	4544.513519	4545.7875863832605	2.995	Th	II	L
21982.6887	4547.759159	4549.034076982585	2.97	Ar	II	L
21976.7903	4548.979758	4550.25500243318	1.84	Th	I	L
21972.6625	4549.834344	4551.109816573208	2.186	Th	I	L
21931.6346	4558.345945	4559.623658876753	3.084	Th	I	L
21928.2062	4559.058632	4560.336540432569	2.308	Th	I	L
21926.9876	4559.31201	4560.589982729775	2.471	Th	I	L
21921.7842	4560.39423	4561.672493792727	1.854	Th	II	L
21918.8122	4561.012595	4562.29101684625	2.276	Ar	II	L
21913.6815	4562.080492	4563.359196399747	2.697	Th	I	L
21903.6028	4564.179718	4565.458975543512	2.238	Th	II	L
21902.5178	4564.405822	4565.685137806394	3.263	Ar	II	L
21900.4571	4564.835313	4566.114741048031	3.253	Th	I	L
21888.9267	4567.239946	4568.520027069212	3.673	Th	I	L
21884.6027	4568.142371	4569.422683647806	3.106	Th	I	L
21882.7782	4568.523251	4569.803664143523	2.55	Th	I	L
21879.788	4569.147621	4570.428196105008	2.837	Th	I	L
21871.0546	4570.972161	4572.253228246251	3.879	Th	I	L
21869.8744	4571.218853	4572.49996826685	3.076	Th	I	L
21866.3398	4571.957776	4573.23909326608	2.432	Th	I	L
21856.4479	4574.027011	4575.308872582173	2.574	Th	I	L
21855.1183	4574.305291	4575.587220683221	2.311	Th	I	L
21839.4755	4577.581732	4578.864542786296	2.348	Th	I	L
21828.7675	4579.827278	4581.110683413527	3.409	Th	I	L
21813.3548	4583.063308	4584.347566748421	1.478	Th	I	L
21810.5419	4583.654394	4584.9388088793885	2.087	Th	II	L
21787.859	4588.426418	4589.712096080666	3.936	Th	I	L
21767.7445	4592.66643	4593.95322285228	3.811	Th	I	L
21763.1124	4593.643959	4594.931008121797	3.026	Th	I	L
21740.4298	4598.436758	4599.725070752741	2.096	Th	I	L
21738.8877	4598.762949	4600.051363253512	3.951	Ar	II	L
21734.4367	4599.704748	4600.993408768676	2.813	Th	I	L
21721.6156	4602.419761	4603.7091274186805	1.795	Th	I	L
21719.4135	4602.8864	4604.175890845303	2.665	Th	II	L
21718.1991	4603.143767	4604.43333904237	3.39	Th	I	L
21711.0826	4604.652617	4605.942588970666	1.806	Th	II	L
21698.2443	4607.377126	4608.667808206031	2.657	Th	I	L
21692.3953	4608.619441	4609.910460187862	3.292	Th	I	L
21680.0468	4611.244453	4612.536168510485	2.649	Ar	II	L
21673.9391	4612.543928	4613.835977789566	2.801	Th	I	L
21668.9591	4613.60401	4614.896338052527	3.428	Th	I	L
21662.2904	4615.024319	4616.317026199593	3.182	Th	I	L
21660.8364	4615.334111	4616.626899965876	3.413	Th	I	L
21655.5889	4616.452497	4617.745583450746	2.373	Th	I	L
21651.626	4617.297456	4618.590770041936	1.702	Th	I	L
21637.8249	4620.242532	4621.536612952256	2.836	Th	I	L
21636.8618	4620.448195	4621.742326791587	2.674	Th	I	L
21618.7726	4624.314351	4625.609503843895	3.104	Th	I	L
21614.2822	4625.275057	4626.570481253363	2.334	Th	I	L
21613.2558	4625.494718	4626.790194191844	2.554	Th	I	L
21604.8328	4627.298084	4628.594024573983	3.174	Th	I	L
21600.6138	4628.201884	4629.498074726006	3.419	Th	I	L
21599.4977	4628.441048	4629.7372924556485	3.32	Ar	I	L
21554.3981	4638.125558	4639.424378080871	2.803	Th	I	L
21551.8006	4638.684582	4639.9835380808045	3.667	Th	I	L
21523.8565	4644.707008	4646.007559100758	2.942	Th	I	L
21512.0778	4647.250193	4648.551429095334	3.534	Th	I	L
21499.4612	4649.977396	4651.279353921669	2.6	Th	I	L
21498.2721	4650.234614	4651.536622796769	3.411	Th	I	L
21490.1628	4651.989384	4653.29187734213	3.132	Th	II	L
21455.1995	4659.570368	4660.874861592408	2.965	Th	I	L
21441.2862	4662.594029	4663.899314025294	2.721	Th	I	L
21438.4863	4663.202971	4664.508426604727	3.988	Th	I	L
21430.3622	4664.97079	4666.276709032944	2.762	Th	I	L
21423.2653	4666.516185	4667.822509764653	3.638	Th	I	L
21421.9678	4666.798835	4668.105233544418	3.676	Th	I	L
21415.6692	4668.171424	4669.478178155647	3.887	Th	I	L
21407.356	4669.984249	4671.291494381651	4.046	Th	I	L
21382.6698	4675.375803	4676.684480251386	3.018	Th	I	L
21354.7142	4681.496464	4682.806759361828	1.903	Ar	II	L
21349.0871	4682.730405	4684.041033304885	2.198	Th	I	L
21346.2558	4683.351536	4684.662309724594	3.553	Th	I	L
21333.305	4686.1947	4687.506225594206	4.199	Th	I	L
21331.5875	4686.572008	4687.883637352354	2.119	Th	II	L
21314.4773	4690.334215	4691.6468366784675	2.211	Th	II	L
21313.1682	4690.622309	4691.9350075790235	3.755	Th	I	L
21307.4328	4691.884915	4693.197952969726	2.395	Th	I	L
21297.4164	4694.091583	4695.405213563839	3.852	Th	II	L
21291.2349	4695.454438	4696.7684340376145	3.179	Th	I	L
21281.5307	4697.595571	4698.910121159659	1.814	Th	I	L
21267.1542	4700.771172	4702.086563137817	2.904	Th	I	L
21233.176	4708.29364	4709.611035108455	3.5	Th	I	L
21212.6915	4712.840378	4714.158974121695	3.226	Th	I	L
21204.4516	4714.671789	4715.990862975206	2.537	Th	I	L
21201.0405	4715.430361	4716.749633113526	2.676	Th	II	L
21183.0198	4719.441906	4720.76223995221	2.509	Th	I	L
21181.8941	4719.692712	4721.013122240092	2.409	Th	I	L
21177.0128	4720.780633	4722.1013154414295	2.709	Th	I	L
21174.7901	4721.276176	4722.596990465563	3.49	Th	I	L
21173.3813	4721.590308	4722.911214941375	3.231	Ar	II	L
21171.1464	4722.088747	4723.40978190959	3.604	Th	I	L
21163.5468	4723.784408	4725.10590710627	3.837	Th	II	L
21144.0789	4728.13379	4729.456434254982	2.916	Th	I	L
